"","year","Country","sex","age","rate","mean_climate"
"464",1986,"Puerto Rico","female","35-54 years",4.08,25.6945833333333
"465",1986,"Puerto Rico","female","5-14 years",0,25.6945833333333
"466",1986,"Puerto Rico","female","55-74 years",3.11,25.6945833333333
"467",1986,"Puerto Rico","female","15-24 years",0.883,25.6945833333333
"468",1986,"Puerto Rico","female","25-34 years",2.94,25.6945833333333
"469",1986,"Saint Lucia","female","35-54 years",0,26.8410833333333
"470",1986,"Saint Lucia","female","25-34 years",0,26.8410833333333
"471",1986,"Saint Lucia","female","5-14 years",0,26.8410833333333
"472",1986,"Saint Lucia","female","75+ years",0,26.8410833333333
"473",1986,"Saint Lucia","female","55-74 years",0,26.8410833333333
"474",1986,"Saint Lucia","female","15-24 years",0,26.8410833333333
"475",1986,"Seychelles","female","75+ years",0,27.0771666666667
"476",1986,"Seychelles","female","15-24 years",0,27.0771666666667
"477",1986,"Seychelles","female","55-74 years",0,27.0771666666667
"478",1986,"Seychelles","female","35-54 years",0,27.0771666666667
"479",1986,"Seychelles","female","25-34 years",0,27.0771666666667
"480",1986,"Seychelles","female","5-14 years",0,27.0771666666667
"481",1986,"Singapore","female","25-34 years",12.8,26.8478333333333
"482",1986,"Singapore","female","75+ years",115,26.8478333333333
"483",1986,"Singapore","female","5-14 years",0,26.8478333333333
"484",1986,"Singapore","female","55-74 years",15.6,26.8478333333333
"485",1986,"Singapore","female","15-24 years",6.49,26.8478333333333
"486",1986,"Singapore","female","35-54 years",11.4,26.8478333333333
"487",1986,"Spain","female","5-14 years",0.295,13.87625
"488",1986,"Spain","female","75+ years",10.5,13.87625
"489",1986,"Spain","female","25-34 years",2.74,13.87625
"490",1986,"Spain","female","55-74 years",8.05,13.87625
"491",1986,"Spain","female","15-24 years",1.68,13.87625
"492",1986,"Spain","female","35-54 years",3.45,13.87625
"493",1986,"Sri Lanka","female","15-24 years",47.8,27.4155
"494",1986,"Sri Lanka","female","25-34 years",28.3,27.4155
"495",1986,"Sri Lanka","female","55-74 years",11.8,27.4155
"496",1986,"Sri Lanka","female","5-14 years",1.94,27.4155
"497",1986,"Sri Lanka","female","75+ years",20.1,27.4155
"498",1986,"Sri Lanka","female","35-54 years",13.5,27.4155
"499",1986,"Suriname","female","5-14 years",2.51,26.4908333333333
"500",1986,"Suriname","female","55-74 years",0,26.4908333333333
"501",1986,"Suriname","female","15-24 years",15,26.4908333333333
"502",1986,"Suriname","female","35-54 years",6.06,26.4908333333333
"503",1986,"Suriname","female","75+ years",26.8,26.4908333333333
"504",1986,"Suriname","female","25-34 years",7.11,26.4908333333333
"505",1986,"Thailand","female","35-54 years",3.97,26.1486666666667
"506",1986,"Thailand","female","25-34 years",5.21,26.1486666666667
"507",1986,"Thailand","female","55-74 years",3.06,26.1486666666667
"508",1986,"Thailand","female","15-24 years",8.56,26.1486666666667
"509",1986,"Thailand","female","75+ years",1.8,26.1486666666667
"510",1986,"Thailand","female","5-14 years",0.53,26.1486666666667
"511",1986,"United Kingdom","female","15-24 years",2.14,8.00275
"512",1986,"United Kingdom","female","35-54 years",6.12,8.00275
"513",1986,"United Kingdom","female","25-34 years",4.04,8.00275
"514",1986,"United Kingdom","female","75+ years",9.09,8.00275
"515",1986,"United Kingdom","female","55-74 years",9.07,8.00275
"516",1986,"United Kingdom","female","5-14 years",0.0575,8.00275
"517",1986,"United States","female","5-14 years",0.339,9.5595
"518",1986,"United States","female","55-74 years",7.9,9.5595
"519",1986,"United States","female","75+ years",6.79,9.5595
"520",1986,"United States","female","25-34 years",5.9,9.5595
"521",1986,"United States","female","35-54 years",8.06,9.5595
"522",1986,"United States","female","15-24 years",4.37,9.5595
"523",1986,"Uruguay","female","55-74 years",8.82,18.1135833333333
"524",1986,"Uruguay","female","15-24 years",4.96,18.1135833333333
"525",1986,"Uruguay","female","25-34 years",3.91,18.1135833333333
"526",1986,"Uruguay","female","35-54 years",2.29,18.1135833333333
"527",1986,"Uruguay","female","75+ years",6.79,18.1135833333333
"528",1986,"Uruguay","female","5-14 years",0,18.1135833333333
"529",1987,"Albania","female","55-74 years",0,12.9965833333333
"530",1987,"Albania","female","15-24 years",4.83,12.9965833333333
"531",1987,"Albania","female","25-34 years",1.56,12.9965833333333
"532",1987,"Albania","female","35-54 years",2.15,12.9965833333333
"533",1987,"Albania","female","75+ years",2.81,12.9965833333333
"534",1987,"Albania","female","5-14 years",0,12.9965833333333
"535",1987,"Argentina","female","15-24 years",3.88,15.1875
"536",1987,"Argentina","female","75+ years",10.4,15.1875
"537",1987,"Argentina","female","5-14 years",0.465,15.1875
"538",1987,"Argentina","female","25-34 years",4,15.1875
"539",1987,"Argentina","female","55-74 years",9.54,15.1875
"540",1987,"Argentina","female","35-54 years",6.11,15.1875
"541",1987,"Australia","female","5-14 years",0.0832,22.0724166666667
"542",1987,"Australia","female","75+ years",9.02,22.0724166666667
"543",1987,"Australia","female","25-34 years",5.27,22.0724166666667
"544",1987,"Australia","female","35-54 years",7.43,22.0724166666667
"545",1987,"Australia","female","15-24 years",5.49,22.0724166666667
"546",1987,"Australia","female","55-74 years",8.34,22.0724166666667
"547",1987,"Austria","female","55-74 years",27.8,6.1695
"548",1987,"Austria","female","35-54 years",16.4,6.1695
"549",1987,"Austria","female","15-24 years",8.01,6.1695
"550",1987,"Austria","female","25-34 years",10.8,6.1695
"551",1987,"Austria","female","5-14 years",0.454,6.1695
"552",1987,"Austria","female","75+ years",35.8,6.1695
"553",1987,"Bahamas","female","15-24 years",0,25.6009166666667
"554",1987,"Bahamas","female","5-14 years",0,25.6009166666667
"555",1987,"Bahamas","female","55-74 years",0,25.6009166666667
"556",1987,"Bahamas","female","35-54 years",0,25.6009166666667
"557",1987,"Bahamas","female","75+ years",0,25.6009166666667
"558",1987,"Bahamas","female","25-34 years",0,25.6009166666667
"559",1987,"Bahrain","female","5-14 years",0,26.64175
"560",1987,"Bahrain","female","25-34 years",3.64,26.64175
"561",1987,"Bahrain","female","75+ years",0,26.64175
"562",1987,"Bahrain","female","15-24 years",2.59,26.64175
"563",1987,"Bahrain","female","35-54 years",0,26.64175
"564",1987,"Bahrain","female","55-74 years",0,26.64175
"565",1987,"Barbados","female","5-14 years",0,27.3351666666667
"566",1987,"Barbados","female","75+ years",0,27.3351666666667
"567",1987,"Barbados","female","55-74 years",0,27.3351666666667
"568",1987,"Barbados","female","35-54 years",8.2,27.3351666666667
"569",1987,"Barbados","female","15-24 years",0,27.3351666666667
"570",1987,"Barbados","female","25-34 years",0,27.3351666666667
"571",1987,"Belgium","female","75+ years",26.8,9.0685
"572",1987,"Belgium","female","5-14 years",0,9.0685
"573",1987,"Belgium","female","55-74 years",22.3,9.0685
"574",1987,"Belgium","female","35-54 years",17.6,9.0685
"575",1987,"Belgium","female","25-34 years",13.2,9.0685
"576",1987,"Belgium","female","15-24 years",4.82,9.0685
"577",1987,"Belize","female","15-24 years",0,25.4615833333333
"578",1987,"Belize","female","55-74 years",0,25.4615833333333
"579",1987,"Belize","female","25-34 years",0,25.4615833333333
"580",1987,"Belize","female","5-14 years",0,25.4615833333333
"581",1987,"Belize","female","35-54 years",0,25.4615833333333
"582",1987,"Belize","female","75+ years",0,25.4615833333333
"583",1987,"Brazil","female","5-14 years",0.195,25.5634166666667
"584",1987,"Brazil","female","55-74 years",3.34,25.5634166666667
"585",1987,"Brazil","female","25-34 years",2.33,25.5634166666667
"586",1987,"Brazil","female","35-54 years",2.64,25.5634166666667
"587",1987,"Brazil","female","15-24 years",2.06,25.5634166666667
"588",1987,"Brazil","female","75+ years",2.75,25.5634166666667
"589",1987,"Bulgaria","female","35-54 years",6.76,10.4218333333333
"590",1987,"Bulgaria","female","75+ years",42.3,10.4218333333333
"591",1987,"Bulgaria","female","25-34 years",4.48,10.4218333333333
"592",1987,"Bulgaria","female","15-24 years",5.88,10.4218333333333
"593",1987,"Bulgaria","female","55-74 years",18.7,10.4218333333333
"594",1987,"Bulgaria","female","5-14 years",1.09,10.4218333333333
"595",1987,"Canada","female","5-14 years",0.285,-3.34333333333333
"596",1987,"Canada","female","75+ years",6.92,-3.34333333333333
"597",1987,"Canada","female","35-54 years",9.38,-3.34333333333333
"598",1987,"Canada","female","55-74 years",7.96,-3.34333333333333
"599",1987,"Canada","female","15-24 years",4.95,-3.34333333333333
"600",1987,"Canada","female","25-34 years",7.68,-3.34333333333333
"601",1987,"Chile","female","25-34 years",2.78,10.2715833333333
"602",1987,"Chile","female","35-54 years",2.54,10.2715833333333
"603",1987,"Chile","female","15-24 years",3,10.2715833333333
"604",1987,"Chile","female","5-14 years",0.0827,10.2715833333333
"605",1987,"Chile","female","75+ years",0,10.2715833333333
"606",1987,"Chile","female","55-74 years",3.41,10.2715833333333
"607",1987,"Colombia","female","25-34 years",1.09,25.6325
"608",1987,"Colombia","female","35-54 years",0.98,25.6325
"609",1987,"Colombia","female","15-24 years",3.4,25.6325
"610",1987,"Colombia","female","75+ years",0.776,25.6325
"611",1987,"Colombia","female","5-14 years",0.237,25.6325
"612",1987,"Colombia","female","55-74 years",0.826,25.6325
"613",1987,"Costa Rica","female","5-14 years",0.645,26.7546666666667
"614",1987,"Costa Rica","female","35-54 years",2.16,26.7546666666667
"615",1987,"Costa Rica","female","75+ years",0,26.7546666666667
"616",1987,"Costa Rica","female","55-74 years",0,26.7546666666667
"617",1987,"Costa Rica","female","15-24 years",2.37,26.7546666666667
"618",1987,"Costa Rica","female","25-34 years",3.48,26.7546666666667
"619",1987,"Ecuador","female","15-24 years",7.9,22.8470833333333
"620",1987,"Ecuador","female","55-74 years",1.48,22.8470833333333
"621",1987,"Ecuador","female","75+ years",1.52,22.8470833333333
"622",1987,"Ecuador","female","35-54 years",2.06,22.8470833333333
"623",1987,"Ecuador","female","5-14 years",0.314,22.8470833333333
"624",1987,"Ecuador","female","25-34 years",3.67,22.8470833333333
"625",1987,"Finland","female","35-54 years",18.3,-0.15625
"626",1987,"Finland","female","15-24 years",7.6,-0.15625
"627",1987,"Finland","female","75+ years",3.84,-0.15625
"628",1987,"Finland","female","5-14 years",0,-0.15625
"629",1987,"Finland","female","55-74 years",19.5,-0.15625
"630",1987,"Finland","female","25-34 years",11.6,-0.15625
"631",1987,"France","female","35-54 years",16.4,12.9551666666667
"632",1987,"France","female","55-74 years",21,12.9551666666667
"633",1987,"France","female","75+ years",28.9,12.9551666666667
"634",1987,"France","female","25-34 years",9.82,12.9551666666667
"635",1987,"France","female","5-14 years",0.253,12.9551666666667
"636",1987,"France","female","15-24 years",4.14,12.9551666666667
"637",1987,"Greece","female","55-74 years",4.18,14.9068333333333
"638",1987,"Greece","female","15-24 years",1.63,14.9068333333333
"639",1987,"Greece","female","5-14 years",0.14,14.9068333333333
"640",1987,"Greece","female","25-34 years",1.3,14.9068333333333
"641",1987,"Greece","female","75+ years",4.29,14.9068333333333
"642",1987,"Greece","female","35-54 years",2.73,14.9068333333333
"643",1987,"Guatemala","female","35-54 years",2.08,23.6810833333333
"644",1987,"Guatemala","female","55-74 years",1.02,23.6810833333333
"645",1987,"Guatemala","female","15-24 years",2.53,23.6810833333333
"646",1987,"Guatemala","female","25-34 years",2.82,23.6810833333333
"647",1987,"Guatemala","female","5-14 years",0.164,23.6810833333333
"648",1987,"Guatemala","female","75+ years",4.51,23.6810833333333
"649",1987,"Iceland","female","25-34 years",10.1,2.547
"650",1987,"Iceland","female","75+ years",0,2.547
"651",1987,"Iceland","female","55-74 years",55.2,2.547
"652",1987,"Iceland","female","35-54 years",7.63,2.547
"653",1987,"Iceland","female","15-24 years",0,2.547
"654",1987,"Iceland","female","5-14 years",0,2.547
"655",1987,"Ireland","female","75+ years",6.68,9.43866666666667
"656",1987,"Ireland","female","35-54 years",5.73,9.43866666666667
"657",1987,"Ireland","female","25-34 years",3.19,9.43866666666667
"658",1987,"Ireland","female","55-74 years",6.25,9.43866666666667
"659",1987,"Ireland","female","5-14 years",0.294,9.43866666666667
"660",1987,"Ireland","female","15-24 years",2.32,9.43866666666667
"661",1987,"Israel","female","75+ years",21.6,19.9518333333333
"662",1987,"Israel","female","55-74 years",8.19,19.9518333333333
"663",1987,"Israel","female","15-24 years",1.92,19.9518333333333
"664",1987,"Israel","female","35-54 years",3.62,19.9518333333333
"665",1987,"Israel","female","5-14 years",0,19.9518333333333
"666",1987,"Israel","female","25-34 years",4.02,19.9518333333333
"667",1987,"Italy","female","25-34 years",2.42,13.1765
"668",1987,"Italy","female","35-54 years",4.58,13.1765
"669",1987,"Italy","female","75+ years",11.7,13.1765
"670",1987,"Italy","female","5-14 years",0.11,13.1765
"671",1987,"Italy","female","15-24 years",1.36,13.1765
"672",1987,"Italy","female","55-74 years",8.13,13.1765
"673",1987,"Jamaica","female","25-34 years",0.564,26.8628333333333
"674",1987,"Jamaica","female","55-74 years",0,26.8628333333333
"675",1987,"Jamaica","female","75+ years",0,26.8628333333333
"676",1987,"Jamaica","female","15-24 years",0,26.8628333333333
"677",1987,"Jamaica","female","5-14 years",0.37,26.8628333333333
"678",1987,"Jamaica","female","35-54 years",0.534,26.8628333333333
"679",1987,"Japan","female","75+ years",53.2,12.5438333333333
"680",1987,"Japan","female","15-24 years",6.5,12.5438333333333
"681",1987,"Japan","female","55-74 years",25.2,12.5438333333333
"682",1987,"Japan","female","5-14 years",0.199,12.5438333333333
"683",1987,"Japan","female","25-34 years",9.93,12.5438333333333
"684",1987,"Japan","female","35-54 years",13.6,12.5438333333333
"685",1987,"Kuwait","female","25-34 years",0.666,26.0200833333333
"686",1987,"Kuwait","female","35-54 years",1.49,26.0200833333333
"687",1987,"Kuwait","female","55-74 years",4.12,26.0200833333333
"688",1987,"Kuwait","female","15-24 years",0.628,26.0200833333333
"689",1987,"Kuwait","female","5-14 years",0,26.0200833333333
"690",1987,"Kuwait","female","75+ years",0,26.0200833333333
"691",1987,"Luxembourg","female","35-54 years",16.5,8.76191666666667
"692",1987,"Luxembourg","female","75+ years",20.8,8.76191666666667
"693",1987,"Luxembourg","female","25-34 years",9.62,8.76191666666667
"694",1987,"Luxembourg","female","55-74 years",30.8,8.76191666666667
"695",1987,"Luxembourg","female","5-14 years",0,8.76191666666667
"696",1987,"Luxembourg","female","15-24 years",11.3,8.76191666666667
"697",1987,"Malta","female","55-74 years",0,19.1199166666667
"698",1987,"Malta","female","15-24 years",0,19.1199166666667
"699",1987,"Malta","female","5-14 years",0,19.1199166666667
"700",1987,"Malta","female","25-34 years",0,19.1199166666667
"701",1987,"Malta","female","75+ years",0,19.1199166666667
"702",1987,"Malta","female","35-54 years",0,19.1199166666667
"703",1987,"Mauritius","female","15-24 years",27.5,24.3150833333333
"704",1987,"Mauritius","female","25-34 years",10.8,24.3150833333333
"705",1987,"Mauritius","female","5-14 years",3.85,24.3150833333333
"706",1987,"Mauritius","female","55-74 years",6.06,24.3150833333333
"707",1987,"Mauritius","female","75+ years",22.2,24.3150833333333
"708",1987,"Mauritius","female","35-54 years",5.98,24.3150833333333
"709",1987,"Mexico","female","15-24 years",1.32,20.4551666666667
"710",1987,"Mexico","female","35-54 years",1.06,20.4551666666667
"711",1987,"Mexico","female","25-34 years",1.12,20.4551666666667
"712",1987,"Mexico","female","55-74 years",0.733,20.4551666666667
"713",1987,"Mexico","female","5-14 years",0.159,20.4551666666667
"714",1987,"Mexico","female","75+ years",0.668,20.4551666666667
"715",1987,"Netherlands","female","5-14 years",0.111,9.04241666666667
